ts	imei	mwra	c.android.youtube	c.dogalize	c.android.gm	c.katana	c.android.chrome	c.raider	c.android.vending	c.UCMobile.intl	c.UCMobile.x86	c.updateassist
2018-05-05 10:30:00	8630330696303481487	0.00000	10.00924	8.78049	9.35310	10.62015	11.25189	16.56402	87.41062	36.69645	21.70144	95.51435
2018-05-05 10:31:00	359043379931766510	1.00000	8.55734	10.82270	9.68628	11.75251	10.03464	13.37535	72.50550	90.31152	11.26483	11.66985
2018-05-05 10:32:00	863033069630348933	0.00000	15.67121	12.59114	9.21013	6.36765	13.15896	69.40805	61.31703	27.09788	98.86091	74.55979
2018-05-05 10:33:00	863033069630348404	1.00000	6.23775	13.69597	13.09209	11.42054	5.95030	0.12467	5.92528	4.52958	88.85606	48.11019
2018-05-05 10:34:00	359043379931766171	1.00000	9.71414	12.71105	11.73834	13.65289	7.31647	62.04934	44.27470	3.90615	73.41171	31.44770
2018-05-05 10:35:00	863033069630348396	1.00000	6.92915	13.98738	12.73941	12.44997	9.27416	24.11402	60.89984	40.55222	19.48421	28.04301
2018-05-05 10:36:00	863033069630348859	1.00000	12.91848	11.50773	8.84802	13.55682	11.77524	42.60972	17.63578	77.39228	66.44850	21.18110
2018-05-05 10:37:00	863033069630348982	0.00000	5.48184	8.14282	8.96885	14.44341	11.16276	7.81810	76.80473	66.07514	40.03497	38.90615
2018-05-05 10:38:00	3590433799317661370	1.00000	11.72105	16.50483	5.89375	12.85915	10.25841	68.73990	6.95145	40.43200	14.04752	70.76153
2018-05-05 10:39:00	8630330696303482485	1.00000	10.37636	12.30916	12.04146	12.24768	9.89510	24.02125	3.94024	88.11811	12.21916	89.15776
2018-05-05 10:40:00	863033069630348214	1.00000	14.16765	15.06352	5.51574	10.73159	12.40485	94.17587	15.10533	15.85406	8.63369	38.96612
2018-05-05 10:41:00	8630330696303481339	1.00000	8.68917	9.73017	13.66680	10.26495	6.73977	83.52956	15.33307	88.54875	14.45226	8.90931
2018-05-05 10:42:00	3590433799317661461	0.00000	10.05396	6.94123	10.68171	13.87935	7.68230	95.50325	42.51850	43.61562	80.93955	50.66810
2018-05-05 10:43:00	359043379931766510	1.00000	11.79646	10.20919	10.60815	13.74080	13.53573	52.30317	77.87617	99.18867	41.81472	5.36762
2018-05-05 10:44:00	359043379931766056	0.00000	13.16712	8.27061	8.05604	7.33800	11.16651	87.86636	94.83906	45.62151	77.21402	77.93925
2018-05-05 10:45:00	3590433799317661131	1.00000	11.39458	6.31881	8.43254	8.71759	11.59788	1.37651	75.45992	92.23784	99.51188	14.42835
2018-05-05 10:46:00	3590433799317661982	1.00000	13.01781	9.41349	11.30402	11.41295	9.48977	12.88656	13.29402	74.86220	6.64858	32.94276
2018-05-05 10:47:00	3590433799317662154	1.00000	9.96023	13.09457	11.96084	12.95595	11.07832	56.82110	82.00185	95.27202	75.54684	67.65526
2018-05-05 10:48:00	8630330696303482246	1.00000	8.21382	16.28014	13.56090	13.50216	7.12003	2.04419	12.26167	16.76889	7.23668	12.38355
2018-05-05 10:49:00	8630330696303481875	0.00000	11.67621	10.55664	10.00127	11.91760	14.01698	77.17602	72.00655	25.26944	59.06917	11.90035
2018-05-05 10:50:00	3590433799317661271	1.00000	11.82529	13.37178	8.95997	15.04927	11.62913	76.96198	57.32887	40.09743	56.40054	29.44266
2018-05-05 10:51:00	8630330696303481115	1.00000	7.83039	12.39094	11.15134	12.58608	8.58680	23.57155	52.51484	41.56001	82.40623	77.36397
2018-05-05 10:52:00	8630330696303481594	1.00000	9.42057	8.65748	9.02485	12.75371	10.42264	19.14862	46.75854	88.22981	18.76993	57.44515
2018-05-05 10:53:00	3590433799317661792	1.00000	7.96618	14.50385	13.22723	14.83016	7.51819	51.47433	70.25963	23.62058	31.88759	26.92326
2018-05-05 10:54:00	863033069630348180	1.00000	12.66081	14.37214	9.38844	13.39088	12.91722	99.04745	74.49144	19.13496	3.81440	43.58720
2018-05-05 10:55:00	3590433799317661834	1.00000	12.15745	9.07727	10.57059	13.96540	9.75326	43.92912	98.63241	10.20047	49.48370	59.23112
2018-05-05 10:56:00	359043379931766148	1.00000	12.08921	12.37059	6.58381	12.96866	11.25245	90.00699	14.74481	73.91018	11.63693	78.04864
2018-05-05 10:57:00	359043379931766668	1.00000	10.05019	10.20452	11.99212	12.44792	12.56946	34.08919	5.81612	3.15903	31.25941	41.16222
2018-05-05 10:58:00	8630330696303481289	0.00000	5.47374	6.33920	10.43471	16.24208	8.73189	24.39972	38.28394	90.61716	46.96978	8.71761
2018-05-05 10:59:00	359043379931766023	1.00000	9.24960	14.09106	7.87269	15.33882	12.02350	47.51544	76.45802	27.30981	54.25715	90.12488
2018-05-05 11:00:00	3590433799317662238	0.00000	14.95842	11.62850	11.22971	9.63470	8.18184	97.41502	0.90041	46.40865	24.73914	53.29982
2018-05-05 11:01:00	863033069630348313	0.00000	12.55348	10.05527	11.45925	12.13063	4.46588	54.25259	19.55900	83.84033	74.49868	81.15311
2018-05-05 11:02:00	8630330696303481701	1.00000	9.20110	19.30708	8.28141	16.46345	13.54838	82.12428	80.66762	81.96639	2.90929	4.36451
2018-05-05 11:03:00	863033069630348073	1.00000	12.76330	12.12132	7.38329	11.66389	11.48477	78.53195	17.18721	88.16082	67.24919	16.89501
2018-05-05 11:04:00	863033069630348248	1.00000	11.16644	12.24601	4.79757	13.67624	14.35878	45.79507	17.49354	23.30474	17.02679	53.74532
2018-05-05 11:05:00	3590433799317661818	1.00000	7.84733	16.13406	11.29892	12.46457	7.80494	22.76627	98.01200	4.13652	20.54039	69.76818
2018-05-05 11:06:00	863033069630348461	0.00000	14.64542	11.93065	6.28647	14.21363	8.85771	46.31648	13.69476	77.73287	59.97614	59.64185
2018-05-05 11:07:00	359043379931766106	1.00000	12.11838	7.39525	9.70071	11.04571	7.26604	48.49602	56.35319	31.67972	46.26544	34.99618
2018-05-05 11:08:00	8630330696303481479	0.00000	13.82944	9.97395	7.99174	7.93004	7.60593	51.95599	11.87941	14.46626	13.57521	34.31914
2018-05-05 11:09:00	3590433799317661370	0.00000	7.75310	7.39923	9.32110	14.25114	9.10416	80.19334	91.33641	72.96496	61.53176	56.04563
2018-05-05 11:10:00	3590433799317662311	0.00000	8.03152	8.16428	6.48962	13.53436	7.78350	32.15405	20.65002	12.96381	88.30027	35.07639
2018-05-05 11:11:00	8630330696303481826	0.00000	9.97950	7.86388	9.69970	10.86138	6.97834	88.70838	58.72377	2.10297	62.24711	8.63091
2018-05-05 11:12:00	3590433799317662030	1.00000	8.20192	12.72691	13.29585	13.29597	7.76104	72.55696	88.61027	71.82166	79.52762	73.56330
2018-05-05 11:13:00	3590433799317661453	1.00000	11.75556	10.06566	7.36107	12.35691	15.29758	36.78798	70.85351	55.35957	77.81157	36.93451
2018-05-05 11:14:00	359043379931766882	1.00000	12.32858	14.14633	8.14726	11.95868	11.58705	90.51222	85.38877	66.51697	94.79187	50.65441
2018-05-05 11:15:00	3590433799317661347	1.00000	15.72956	10.29394	12.13315	11.82360	2.58976	10.61903	30.70948	46.51383	26.95617	72.15307
2018-05-05 11:16:00	863033069630348206	0.00000	8.20363	6.91595	8.83271	7.59513	10.16089	92.23132	38.60230	27.83708	10.17424	32.77379
2018-05-05 11:17:00	863033069630348750	1.00000	14.93714	19.38697	7.40997	9.60736	9.46080	97.79806	53.77579	91.90823	47.72018	4.86635
2018-05-05 11:18:00	3590433799317661875	1.00000	11.05098	13.91059	10.05138	13.21653	12.86328	31.32444	93.24789	83.37365	52.73890	79.25509
2018-05-05 11:19:00	3590433799317661644	0.00000	9.09567	10.82868	9.44115	16.54554	6.45288	86.23655	59.01051	13.40218	75.47121	32.03341
2018-05-05 11:20:00	8630330696303481131	1.00000	8.91772	12.71734	11.49132	13.11517	8.26026	89.75551	68.25235	41.08614	69.10170	82.06700
2018-05-05 11:21:00	359043379931766676	1.00000	8.95752	12.69871	13.49387	12.44866	7.46583	9.06069	44.18724	82.08456	86.97848	99.14747
2018-05-05 11:22:00	8630330696303481347	1.00000	11.69490	13.63172	7.79475	9.86994	12.26407	85.34605	43.71639	3.85458	61.11636	9.81615
2018-05-05 11:23:00	3590433799317662188	0.00000	12.60295	7.84575	5.12250	6.83500	9.79953	95.51438	64.67137	28.41688	47.78860	40.83709
2018-05-05 11:24:00	8630330696303481602	1.00000	9.91966	10.81932	10.80764	10.51227	6.08007	29.25871	85.91574	29.76350	71.77105	68.77866
2018-05-05 11:25:00	3590433799317661636	1.00000	10.16806	8.20131	12.71135	13.74268	12.93136	12.71541	49.76403	7.50306	32.31860	55.71336
2018-05-05 11:26:00	863033069630348602	0.00000	9.54750	8.74742	10.85860	11.05938	6.97895	57.67328	84.39492	53.03350	92.71801	98.59091
2018-05-05 11:27:00	359043379931766627	0.00000	6.50098	6.34574	9.49116	12.46262	9.11622	23.18219	17.09329	83.58844	90.75606	78.88266
2018-05-05 11:28:00	359043379931766460	1.00000	18.24940	14.43181	6.53741	11.39442	8.81791	12.23043	93.80477	93.09139	16.03871	3.55676
2018-05-05 11:29:00	3590433799317662410	1.00000	8.86288	12.07194	12.16504	13.48239	10.70034	51.75799	74.24609	38.88691	13.43335	60.10953
2018-05-05 11:30:00	8630330696303482196	1.00000	11.64508	15.11617	7.41653	14.13415	11.24566	73.86361	47.15536	60.66823	44.42931	52.76171
2018-05-05 11:31:00	863033069630348719	1.00000	6.43115	15.54091	12.77388	11.67778	9.33807	12.70414	13.40454	70.51638	72.02313	88.88254
2018-05-05 11:32:00	8630330696303481685	0.00000	8.43296	7.92376	8.91991	12.45191	8.36429	21.68450	96.33805	51.13265	95.54394	22.17709
2018-05-05 11:33:00	3590433799317661321	1.00000	15.01484	13.29063	5.41425	13.49802	11.44492	35.64697	60.68635	1.78406	82.75664	23.19038
2018-05-05 11:34:00	3590433799317661180	1.00000	11.04426	10.65119	9.24106	14.73254	14.44247	24.99299	55.63749	7.96547	22.42610	8.93939
2018-05-05 11:35:00	3590433799317662162	1.00000	7.77320	13.19454	10.96124	12.61456	9.83327	74.69342	68.08960	54.45237	21.84732	6.72597
2018-05-05 11:36:00	8630330696303481115	1.00000	12.40688	8.74941	9.68656	11.85724	5.82533	74.94777	69.89496	89.67426	69.04212	63.28977
2018-05-05 11:37:00	359043379931766858	1.00000	14.23336	11.93481	8.40920	12.58288	11.08010	61.84663	62.65564	23.01094	10.75780	21.47098
2018-05-05 11:38:00	3590433799317661453	0.00000	9.52108	9.36670	11.44255	13.20590	5.93963	66.88961	47.52896	95.50993	42.54966	97.72162
2018-05-05 11:39:00	359043379931766262	1.00000	15.09798	11.62948	9.93624	11.14116	13.56940	97.75504	17.30722	71.52010	43.98595	26.29884
2018-05-05 11:40:00	8630330696303482030	1.00000	14.23975	14.55103	6.14616	13.58984	10.34795	0.66054	19.43985	96.02060	31.69226	47.56892
2018-05-05 11:41:00	863033069630348297	1.00000	11.42639	14.71065	8.59417	15.22641	12.48187	47.60565	87.54916	87.40680	73.12582	14.26795
2018-05-05 11:42:00	863033069630348297	0.00000	16.34845	5.41521	12.34062	11.88721	12.06779	59.91480	74.38525	38.34759	45.99222	68.70601
2018-05-05 11:43:00	8630330696303482022	1.00000	12.70507	13.59702	11.19701	12.16689	10.88690	38.75313	90.26441	72.92669	61.41271	37.26248
2018-05-05 11:44:00	8630330696303481743	1.00000	7.47677	13.83039	12.50003	12.41117	8.07192	16.02131	85.88174	2.19341	13.74403	18.73397
2018-05-05 11:45:00	359043379931766429	1.00000	11.93357	8.18336	10.81086	10.80093	7.81459	8.33579	82.89407	33.70596	75.35580	74.15463
2018-05-05 11:46:00	8630330696303482477	1.00000	6.81598	12.27368	12.14191	12.78546	8.42914	99.59590	41.39213	21.00479	31.89601	37.59463
2018-05-05 11:47:00	3590433799317661115	0.00000	13.84559	15.78137	7.64967	12.86873	11.53124	85.37293	1.38073	89.59010	64.52181	65.93290
2018-05-05 11:48:00	3590433799317661396	1.00000	8.25808	17.42005	14.19402	12.49347	7.91691	48.71217	45.56744	73.36314	60.85076	81.30643
2018-05-05 11:49:00	8630330696303481040	0.00000	9.62564	6.91917	8.15911	12.94752	11.47231	92.51514	64.34705	16.25457	35.09354	18.59271
2018-05-05 11:50:00	8630330696303481297	1.00000	8.05059	7.96016	10.06530	10.96975	7.98380	51.40607	14.02435	62.96993	79.29758	32.78083
2018-05-05 11:51:00	8630330696303481503	0.00000	13.34285	8.79786	7.75185	9.08445	6.69494	63.74068	69.80222	58.07973	15.41144	17.84981
2018-05-05 11:52:00	8630330696303481859	0.00000	11.05951	5.94184	7.20130	10.51589	9.99477	72.23873	8.07206	22.06678	84.87605	56.21362
2018-05-05 11:53:00	3590433799317661198	0.00000	8.64690	8.12569	8.13197	13.29063	7.63799	10.22146	30.64041	39.25229	66.39746	58.27105
2018-05-05 11:54:00	359043379931766403	1.00000	11.12845	13.06116	10.29773	11.88806	12.92460	84.26894	62.84509	20.58136	33.05330	92.56636
2018-05-05 11:55:00	3590433799317662170	1.00000	12.13207	14.03530	7.69142	11.33857	12.33259	40.75404	78.91306	83.63331	93.59585	44.69222
2018-05-05 11:56:00	8630330696303482436	0.00000	8.84236	9.43698	7.24149	12.93295	9.57606	56.39380	6.31610	5.45200	85.33469	2.64696
2018-05-05 11:57:00	3590433799317661115	1.00000	12.40954	14.34745	9.10995	12.23917	13.79188	53.46863	79.75855	7.62335	33.91899	16.43331
2018-05-05 11:58:00	8630330696303482287	1.00000	9.16393	11.49256	10.42004	11.96951	8.32038	60.77524	47.21324	85.53098	55.34696	77.37510
2018-05-05 11:59:00	8630330696303481123	0.00000	14.22885	6.55658	7.12885	7.12468	8.55121	63.61772	36.85929	91.39638	12.91195	80.51674
2018-05-05 12:00:00	8630330696303481917	0.00000	12.00768	14.37423	12.59503	15.30407	2.53339	83.59711	80.72823	60.25136	65.83001	6.98846
2018-05-05 12:01:00	8630330696303481669	0.00000	11.18276	11.03450	13.41413	9.12210	5.75551	26.34803	85.69331	66.54593	29.60212	84.71240
2018-05-05 12:02:00	3590433799317661842	1.00000	14.87355	13.07275	7.56230	11.44319	10.36009	65.97939	53.38054	84.33406	49.37435	51.05968
2018-05-05 12:03:00	3590433799317661081	1.00000	14.87546	15.18539	5.45451	11.48600	10.78103	94.88782	35.30194	17.59199	86.27524	98.15772
2018-05-05 12:04:00	359043379931766452	0.00000	14.41086	9.58314	9.78872	10.51381	7.65646	30.43755	44.33388	64.99977	0.79739	98.45836
2018-05-05 12:05:00	359043379931766809	0.00000	11.86490	9.51302	10.72217	13.15483	5.96105	30.69517	85.61588	57.90218	57.14124	10.03885
2018-05-05 12:06:00	3590433799317661792	0.00000	13.23700	8.45533	13.45503	10.46589	6.44649	72.49805	49.92971	48.14402	44.77989	31.55184
2018-05-05 12:07:00	359043379931766023	1.00000	10.28423	9.97863	12.51785	17.14506	13.22613	67.45629	87.42171	91.04459	28.54664	41.73760
2018-05-05 12:08:00	8630330696303482410	0.00000	9.85015	8.80311	8.96448	10.44319	7.61626	82.68110	81.55695	40.39574	97.14009	42.20217
2018-05-05 12:09:00	359043379931766445	1.00000	13.25421	16.11089	8.68139	10.23741	10.97960	72.30548	83.65274	89.33054	35.56139	58.66835
2018-05-05 12:10:00	863033069630348636	0.00000	6.51290	9.09819	10.79402	11.88402	11.55641	48.65796	42.43179	26.55085	40.03561	75.25663
2018-05-05 12:11:00	3590433799317662493	0.00000	7.08115	6.12571	6.34001	11.19202	9.95834	35.76247	17.82806	88.49362	49.48694	76.69798
2018-05-05 12:12:00	3590433799317662279	0.00000	10.12291	10.06387	10.06168	8.66170	5.50165	11.82818	54.34526	48.15587	19.70015	22.39493
2018-05-05 12:13:00	3590433799317661297	1.00000	7.30497	13.04335	9.25703	13.46506	11.05761	48.81703	62.21035	72.10741	90.78392	41.48362
2018-05-05 12:14:00	8630330696303481826	1.00000	10.24163	9.70132	10.70740	16.67479	13.02808	52.50746	43.13774	15.49639	50.96586	56.23338
2018-05-05 12:15:00	8630330696303481164	0.00000	10.62262	9.64121	10.57140	11.33583	8.40121	20.32023	88.66316	40.49319	21.53993	25.70897
2018-05-05 12:16:00	3590433799317662469	0.00000	10.39449	8.77288	10.44508	13.03514	7.32663	47.67379	86.93121	88.57353	46.90069	34.28435
2018-05-05 12:17:00	863033069630348438	1.00000	7.82991	11.67303	14.70902	11.86074	7.86602	51.03764	51.02541	12.82554	47.62363	89.06113
2018-05-05 12:18:00	3590433799317661362	1.00000	9.10481	11.81452	12.97021	11.93672	8.62308	59.38019	5.36115	75.49104	91.09992	72.47234
2018-05-05 12:19:00	8630330696303481511	0.00000	16.13019	7.39766	9.38941	10.43776	7.15017	94.98788	49.11419	25.20479	41.66310	39.28298
2018-05-05 12:20:00	3590433799317662287	1.00000	11.49692	11.28128	8.86849	14.96736	12.07443	11.65520	32.07224	43.47538	8.28001	65.75671
2018-05-05 12:21:00	3590433799317661537	1.00000	11.37778	14.88683	9.81361	13.01004	10.79533	45.52349	15.42434	20.58900	95.24648	62.74403
2018-05-05 12:22:00	863033069630348404	0.00000	8.02347	4.71534	7.04897	9.57600	10.41042	19.10628	63.02940	40.31189	76.79758	35.26628
2018-05-05 12:23:00	863033069630348669	1.00000	7.72202	11.92605	11.52872	13.22130	7.31689	31.88360	18.09545	85.61010	73.31196	30.12659
2018-05-05 12:24:00	8630330696303481636	1.00000	7.12559	14.38179	13.31891	12.15436	11.52712	6.17555	43.88596	15.02789	4.55128	78.09300
2018-05-05 12:25:00	8630330696303481164	0.00000	8.68379	8.60326	10.58690	13.91798	9.42198	4.03763	35.96505	98.55125	58.94640	84.48839
2018-05-05 12:26:00	359043379931766601	1.00000	10.45708	9.36657	12.88886	10.42694	6.76157	39.38112	83.37678	95.18693	83.72776	64.05696
2018-05-05 12:27:00	3590433799317662170	1.00000	7.01094	12.09607	13.09193	9.10668	8.16004	49.92830	69.51925	95.79830	76.74160	83.69164
2018-05-05 12:28:00	863033069630348735	0.00000	5.18626	3.96571	12.25222	12.27516	8.63597	54.58006	46.35520	17.12717	47.40124	6.66309
2018-05-05 12:29:00	8630330696303482170	1.00000	11.18730	9.23393	13.31000	11.33068	12.22715	1.00237	61.39800	94.00762	75.77298	8.67397
2018-05-05 12:30:00	3590433799317661842	0.00000	11.80334	11.24051	8.44846	10.78606	4.62977	68.37186	67.25408	13.15521	84.41687	19.11951
2018-05-05 12:31:00	3590433799317661701	0.00000	15.56134	5.30523	13.52270	12.42038	7.74043	43.90064	24.10964	42.60516	95.87078	60.73398
2018-05-05 12:32:00	8630330696303481453	0.00000	11.02633	9.42725	12.21638	13.77771	5.04341	17.41656	81.15565	7.59824	83.14802	81.23660
2018-05-05 12:33:00	3590433799317662295	1.00000	15.79037	13.16781	5.43780	10.62668	11.38081	6.44780	74.70446	10.74499	59.78649	32.82110
2018-05-05 12:34:00	359043379931766122	1.00000	14.21615	13.08985	10.32378	12.03693	10.76090	29.60833	84.43474	47.03874	65.56386	15.50026
2018-05-05 12:35:00	359043379931766916	1.00000	13.02485	16.54874	4.35581	10.39464	12.51724	59.36621	18.14112	28.06724	11.88749	66.94556
2018-05-05 12:36:00	8630330696303481529	1.00000	10.81729	11.96881	8.24004	11.91216	12.32770	42.59614	62.31860	80.89407	95.02170	13.27509
2018-05-05 12:37:00	863033069630348016	0.00000	5.31356	2.96944	6.85398	11.40007	9.76153	94.08152	28.00809	98.49180	11.37045	25.36581
2018-05-05 12:38:00	863033069630348917	1.00000	8.26086	11.38239	13.94506	12.46862	8.31450	77.38877	73.83915	99.45240	22.58534	7.91189
2018-05-05 12:39:00	3590433799317661412	0.00000	5.03911	2.94541	9.20346	11.03853	11.65559	89.24006	9.55754	42.41076	78.31738	48.97283
2018-05-05 12:40:00	8630330696303481073	0.00000	16.15661	10.36874	11.93913	10.89292	9.00906	4.59462	62.42823	26.00474	53.52501	50.27027
2018-05-05 12:41:00	359043379931766189	1.00000	13.63690	11.31925	5.57294	13.98263	12.65546	63.82545	46.07124	82.29892	42.31497	94.69925
2018-05-05 12:42:00	8630330696303481602	0.00000	12.57193	9.21553	7.49135	7.04270	16.04325	92.39741	5.73287	72.98592	45.44025	98.79761
2018-05-05 12:43:00	8630330696303482261	1.00000	9.77958	14.40321	15.14595	12.07387	9.45821	94.69716	46.51767	12.22204	26.53163	8.79802
2018-05-05 12:44:00	863033069630348057	0.00000	12.24746	10.62515	8.00139	5.12968	6.89369	14.32190	42.50769	63.80102	2.40791	32.31036
2018-05-05 12:45:00	359043379931766254	1.00000	9.80456	12.18978	13.46450	12.97366	10.56244	73.02436	75.82151	14.29987	51.23069	77.48528
2018-05-05 12:46:00	359043379931766759	0.00000	11.29647	11.89077	9.53732	12.04087	13.85664	7.44250	67.07481	20.90006	9.41284	69.87871
2018-05-05 12:47:00	359043379931766957	1.00000	11.11401	11.76844	6.36213	13.37354	15.32389	43.77624	72.54905	81.40868	2.88750	47.05850
2018-05-05 12:48:00	863033069630348800	1.00000	8.59314	11.90495	14.53346	11.47013	8.42061	6.58884	23.58115	60.25850	22.92402	73.97174
2018-05-05 12:49:00	3590433799317661313	0.00000	10.93300	9.29208	7.97927	10.94767	10.84410	89.13058	14.15041	42.52030	78.69964	11.50899
2018-05-05 12:50:00	359043379931766569	0.00000	8.40210	7.74129	8.74807	13.65544	10.19923	5.68913	45.46933	34.87122	35.95835	24.45020
2018-05-05 12:51:00	863033069630348503	0.00000	12.02232	10.88953	9.92561	11.86194	9.11213	61.18873	79.74275	8.15098	69.28585	1.18176
2018-05-05 12:52:00	359043379931766916	0.00000	6.57270	12.72216	13.72621	11.60001	6.32571	0.22374	12.61818	15.96577	8.21839	61.45745
2018-05-05 12:53:00	863033069630348073	1.00000	10.47400	14.34140	12.31036	15.12523	10.18320	10.24816	36.25486	59.62396	60.10861	79.93633
2018-05-05 12:54:00	359043379931766627	1.00000	13.02389	13.76407	6.51662	13.42654	13.21130	57.63617	51.96465	60.44811	97.89117	74.97750
2018-05-05 12:55:00	863033069630348883	0.00000	6.14032	7.73187	7.65438	10.00671	9.21089	11.82131	87.64922	17.29891	90.91806	11.15394
2018-05-05 12:56:00	8630330696303482162	1.00000	10.08867	11.83895	10.04882	15.62660	13.64165	85.69931	35.33019	90.31243	84.70444	50.99395
2018-05-05 12:57:00	3590433799317662170	1.00000	6.95778	14.35730	12.66092	14.36008	8.74974	68.63726	73.96916	70.76090	9.74704	32.78812
2018-05-05 12:58:00	863033069630348404	1.00000	13.09173	14.04986	9.04690	12.54923	11.95316	71.96472	47.97184	99.73368	74.91055	39.04626
2018-05-05 12:59:00	8630330696303481255	1.00000	14.80452	11.36904	9.01453	11.89810	10.06062	32.54859	42.04269	67.28939	37.35364	92.40769
2018-05-05 13:00:00	3590433799317661198	1.00000	12.34633	12.82227	10.28160	11.91216	10.08518	53.19452	50.33459	86.78834	87.60921	81.52382
2018-05-05 13:01:00	863033069630348321	0.00000	8.00643	12.60894	11.98662	10.75549	6.16888	88.18928	3.12349	62.92788	89.51337	0.24652
