ts	imei	mwra	p.android.chrome	p.android.documentsui	p.android.gm	p.system	p.android.packageinstaller	p.android.settings	p.android.externalstorage	p.android.gms	p.katana	p.browser.provider	p.dogalize	p.simulator	p.google	p.android.vending	p.inputmethod.latin	p.process.gapps	p.notifier	p.olauncher	p.gms.persistent	p.android.defcontainer
2018-05-05 10:21:00	8630330696303482139	0.00000	14.31567	15.49355	9.47574	13.54731	14.62220	14.59752	10.11934	40.39061	0.03200	30.43380	33.32748	47.31356	50.86903	8.95641	73.14319	91.14108	82.37130	34.92208	64.14763	32.31283
2018-05-05 10:22:00	3590433799317661321	0.00000	10.59991	9.14126	10.16750	10.47901	14.00786	7.23910	8.47935	31.41801	0.66926	65.56602	44.01598	49.19173	61.00247	81.57080	14.85433	38.19132	99.15776	52.14026	20.96473	30.89990
2018-05-05 10:23:00	863033069630348321	0.00000	10.39298	10.65410	12.18981	11.45078	13.75469	9.02051	11.71988	42.32464	0.00050	25.16009	79.68901	42.83636	44.34213	30.35672	80.40026	50.63087	73.39713	93.30096	30.91999	96.38418
2018-05-05 10:24:00	8630330696303482477	1.00000	7.75331	8.65111	10.97069	7.43784	9.96838	11.70799	12.72830	37.75878	0.03710	40.41642	32.52599	64.59744	40.64012	58.25502	31.42960	64.74894	42.09557	68.17592	88.85936	88.99764
2018-05-05 10:25:00	8630330696303481610	1.00000	11.55711	11.89615	9.48892	9.16482	11.82889	5.40957	11.89419	37.87617	0.23591	74.61862	52.99431	26.12205	44.35965	63.33871	6.30495	82.11042	74.59859	79.11624	14.37053	36.90076
2018-05-05 10:26:00	8630330696303481792	0.00000	15.72449	11.66562	11.64216	14.54711	14.98356	13.17751	12.29402	51.90994	0.00781	24.17433	4.01349	54.28757	39.36833	56.99941	30.26038	67.17801	37.98784	57.94110	40.71428	40.44303
2018-05-05 10:27:00	359043379931766809	1.00000	10.94058	11.86860	9.64424	6.22339	12.96883	10.24877	10.36761	50.49874	0.00776	59.03509	45.90696	48.60377	62.22175	22.54015	34.78991	15.28634	38.48755	88.28537	62.98476	24.03177
2018-05-05 10:28:00	359043379931766577	1.00000	9.31083	10.18259	9.23437	9.22868	13.13048	13.77176	11.18943	57.34003	0.01821	31.54886	52.13326	48.10164	26.33697	10.09059	1.83813	73.42307	8.88222	16.36395	17.42464	15.50595
2018-05-05 10:29:00	863033069630348412	0.00000	8.37846	13.01641	14.04977	14.54583	13.88204	14.88595	12.31249	57.36176	0.08334	30.80851	30.60647	29.95750	79.76558	87.25088	10.34704	74.71439	36.54920	30.35373	5.86398	59.55635
2018-05-05 10:30:00	8630330696303481487	0.00000	6.60073	11.95175	11.39202	10.04016	11.35324	14.70296	12.25947	76.07627	0.00293	58.05036	48.20252	33.69228	52.69952	12.36061	70.60828	85.01428	12.61854	66.91676	45.33479	55.47773
2018-05-05 10:31:00	359043379931766510	1.00000	9.24795	14.75147	8.29675	13.06000	10.93139	13.73267	12.50105	35.73043	0.01812	51.80350	67.77351	37.05024	45.14356	89.97955	51.34177	52.97610	69.54442	70.73603	66.01570	33.61399
2018-05-05 10:32:00	863033069630348933	0.00000	9.51791	10.34628	8.99695	10.67021	11.58905	13.80850	10.42717	52.47034	0.10279	44.00929	62.87631	53.44913	29.98184	68.64432	45.74290	65.39660	67.38732	64.02891	72.76090	16.40320
2018-05-05 10:33:00	863033069630348404	1.00000	12.15662	6.92932	7.71170	12.33279	12.72349	8.14102	8.05644	44.26734	0.30907	49.29561	64.14353	51.68495	56.51579	11.28200	27.54434	76.58309	30.63716	82.38659	52.89692	8.18507
2018-05-05 10:34:00	359043379931766171	1.00000	11.91613	9.37732	10.48629	6.26200	14.52516	8.92917	9.32712	62.99426	0.11567	46.85392	69.11600	31.92298	54.55019	7.39727	61.27489	78.14486	71.45441	40.76489	31.84059	82.73443
2018-05-05 10:35:00	863033069630348396	1.00000	17.30399	6.92019	8.36943	11.74324	9.93122	10.03298	6.62584	49.04043	0.41337	22.37219	46.61034	52.58175	48.43465	9.50719	43.98618	75.62214	54.69690	27.40954	73.60809	41.12218
2018-05-05 10:36:00	863033069630348859	1.00000	8.66644	6.77969	7.90536	8.15163	12.20696	12.17409	10.12378	49.19517	0.03507	72.26812	48.98738	48.56266	48.33114	56.83116	19.34690	89.69032	81.90092	30.78716	31.46864	35.11742
2018-05-05 10:37:00	863033069630348982	0.00000	9.81697	14.36466	12.98446	9.89190	12.28579	12.77329	10.68168	53.74430	0.00169	56.57115	70.10141	51.92472	54.66313	57.85218	38.31651	84.03446	36.75595	51.90513	46.21771	73.20476
2018-05-05 10:38:00	3590433799317661370	1.00000	10.45923	10.98156	8.42171	7.99255	10.30818	10.81279	18.21482	43.87923	5.11931	38.81646	50.52343	41.60452	44.43160	76.63115	71.91036	39.07422	9.70461	17.39836	94.37656	32.88188
2018-05-05 10:39:00	8630330696303482485	1.00000	11.99582	8.99020	8.78409	7.18757	12.60781	8.98358	8.28967	58.21099	0.07748	22.05457	39.47692	47.25822	64.63881	50.14170	71.67642	50.21193	66.08622	94.14031	92.13851	77.77751
2018-05-05 10:40:00	863033069630348214	1.00000	10.26661	10.04446	6.87595	9.20430	10.66151	11.26110	13.12859	55.90892	1.21183	63.08033	84.16224	52.97186	56.58006	88.29724	98.69997	64.97448	5.68950	22.24154	60.91677	57.98269
2018-05-05 10:41:00	8630330696303481339	1.00000	7.54722	8.97442	8.14550	8.08447	13.66444	4.24855	11.52902	46.76751	0.00595	65.51798	29.56988	33.47771	46.47597	24.40639	37.18296	94.95874	26.51085	80.84434	74.19473	54.36426
2018-05-05 10:42:00	3590433799317661461	0.00000	16.43409	14.93960	13.80704	15.73826	10.91089	17.39443	12.55974	55.30890	0.00079	62.55807	43.17304	27.09130	62.02517	53.16548	6.72379	56.51944	70.49652	4.38958	23.82850	12.30672
2018-05-05 10:43:00	359043379931766510	1.00000	9.89260	9.91592	8.09223	10.04277	13.43888	11.98466	9.52209	42.92832	0.00995	39.26467	30.89735	44.77546	53.93118	61.03907	6.50297	90.01322	10.48152	28.90083	35.85361	57.91817
2018-05-05 10:44:00	359043379931766056	0.00000	11.33095	12.83000	7.58491	11.21199	12.17433	10.17025	12.37792	56.29058	0.00159	47.05979	39.32664	39.15656	74.70002	11.46031	15.23918	45.16142	37.02506	52.06778	70.32361	59.51124
2018-05-05 10:45:00	3590433799317661131	1.00000	10.55654	13.31434	8.89795	11.60728	11.98726	11.15155	12.79847	13.91144	0.00083	43.86008	39.26124	35.21686	37.98216	70.46676	33.61557	48.49033	6.71284	63.12513	0.47818	43.27504
2018-05-05 10:46:00	3590433799317661982	1.00000	12.62642	14.41047	8.24619	15.13769	13.42500	14.37486	12.31136	46.17182	0.00473	41.74289	50.25770	49.48300	42.65627	80.96497	87.57961	13.50053	34.18313	54.13652	45.18572	27.79914
2018-05-05 10:47:00	3590433799317662154	1.00000	13.42544	9.28768	9.31930	8.02883	11.31595	9.83223	8.29009	47.41109	0.16953	47.81223	54.20395	46.87682	32.82341	96.59767	81.05174	55.12944	5.63937	38.59401	5.89614	26.76754
2018-05-05 10:48:00	8630330696303482246	1.00000	15.55938	7.32825	12.18145	6.71265	14.53670	6.71042	8.73358	50.33803	4.08943	49.91385	56.11307	44.93423	60.74160	77.95072	97.08030	50.51220	69.03455	6.10851	43.49967	42.51965
2018-05-05 10:49:00	8630330696303481875	0.00000	7.95702	9.61392	10.28478	9.86475	13.38428	13.22787	13.50898	53.07700	0.01376	83.80614	55.19056	41.26054	21.95062	68.85174	2.03161	72.00923	58.75325	65.03446	41.10334	73.75519
2018-05-05 10:50:00	3590433799317661271	1.00000	10.81399	9.87575	7.68110	8.87939	11.57636	12.20291	13.60060	73.65268	0.22372	45.53584	56.36109	30.64834	52.66287	8.90987	28.03265	38.62171	80.91269	5.71807	6.87163	83.26021
2018-05-05 10:51:00	8630330696303481115	1.00000	13.95783	7.97755	8.95929	10.20803	13.17182	11.56934	9.56914	54.02094	0.08401	51.93036	74.22932	38.77107	43.58247	38.68673	25.17098	91.15525	10.67918	21.14979	88.64645	39.49222
2018-05-05 10:52:00	8630330696303481594	1.00000	12.63810	10.96625	8.63916	9.29951	12.26786	10.64770	11.46278	51.48298	0.00213	35.75877	45.43383	53.51746	43.50817	29.66392	88.84963	19.17670	40.73766	73.10180	2.36511	66.81333
2018-05-05 10:53:00	3590433799317661792	1.00000	15.44414	9.26582	13.03858	6.41865	14.40757	6.80214	11.73582	37.72658	0.69241	52.39248	70.49100	60.06686	65.83065	86.91803	47.20869	87.54941	9.22246	30.62517	24.30958	39.03961
2018-05-05 10:54:00	863033069630348180	1.00000	10.78694	8.61627	6.21629	10.14453	12.66186	14.05974	10.41573	46.14497	0.60706	41.29174	44.79278	43.15858	36.61718	66.53287	84.58978	35.22318	18.93923	46.24922	55.14635	71.38855
2018-05-05 10:55:00	3590433799317661834	1.00000	7.61394	9.96820	13.25456	6.11650	11.26618	9.60513	16.88495	50.17118	0.00341	62.05711	40.81536	46.58671	26.18935	86.84681	48.03474	48.24526	14.57885	23.62757	80.29726	90.60279
2018-05-05 10:56:00	359043379931766148	1.00000	7.29616	7.94317	9.31996	6.40753	11.52501	12.56612	13.38597	32.44588	0.08262	31.88993	47.96790	24.45110	52.74747	57.12455	26.58337	27.62571	37.33842	5.21206	15.02120	52.98520
2018-05-05 10:57:00	359043379931766668	1.00000	6.65578	8.58405	10.26241	8.61011	15.48146	12.67416	13.75783	60.69597	0.00995	47.75972	37.33588	17.40209	63.45606	93.52772	29.23824	2.17165	35.02675	50.14044	39.14486	13.54807
2018-05-05 10:58:00	8630330696303481289	0.00000	9.96067	11.85391	12.49731	13.62758	14.45385	9.65637	11.80869	52.33361	0.00069	45.04275	47.53035	72.08508	33.46541	39.75150	70.08727	35.39702	26.55309	94.42555	94.36793	19.26230
2018-05-05 10:59:00	359043379931766023	1.00000	17.05511	10.27799	13.75643	10.91385	10.89460	8.87821	8.72658	23.55371	0.45829	37.72031	77.91490	58.99220	43.37009	99.86868	39.73006	13.59747	59.17731	17.06817	9.21877	26.18952
2018-05-05 11:00:00	3590433799317662238	0.00000	14.19020	14.03900	6.57262	13.93836	14.76980	10.18517	13.02236	29.59412	0.03952	38.86635	63.54548	48.70817	59.23746	59.47833	50.09604	95.98289	66.44555	47.41426	53.70850	67.52861
2018-05-05 11:01:00	863033069630348313	0.00000	16.51116	13.98986	9.79388	17.29677	13.35352	15.90734	11.43411	42.20270	0.00841	42.63612	49.91287	23.86021	64.04458	27.21126	21.54620	18.05717	83.65530	27.81542	58.67672	9.46086
2018-05-05 11:02:00	8630330696303481701	1.00000	8.82224	5.36262	4.41464	9.18874	13.41196	18.04982	15.75405	31.37128	84.36852	57.54131	51.18504	21.98259	71.47330	61.16137	28.61792	18.99947	19.27070	40.15258	88.81967	2.07746
2018-05-05 11:03:00	863033069630348073	1.00000	9.41753	10.34389	9.31206	9.07069	11.61021	9.68218	13.20293	63.36489	0.06413	65.85802	37.28766	54.91021	39.23407	93.02205	53.33769	47.46449	39.13536	25.45468	37.20186	78.77825
2018-05-05 11:04:00	863033069630348248	1.00000	7.19675	7.28403	8.54238	9.09974	11.39608	13.36161	11.98092	53.84072	0.07295	51.79141	40.78287	57.28991	42.32147	58.43282	73.21497	88.94659	1.14537	52.83273	56.78471	72.57553
2018-05-05 11:05:00	3590433799317661818	1.00000	15.04755	6.36181	9.80628	10.71644	11.09066	8.33873	5.68203	54.92768	3.53381	32.58770	49.50540	45.30993	52.80518	81.23837	37.52142	98.00350	84.76438	8.87651	84.38632	9.08174
2018-05-05 11:06:00	863033069630348461	0.00000	7.99299	8.91225	9.37989	4.39536	7.32627	11.48993	13.31139	54.57138	0.05315	48.56476	38.46689	53.68290	70.67346	7.12471	42.68288	43.37617	36.21918	97.97793	1.31417	41.88912
2018-05-05 11:07:00	359043379931766106	1.00000	12.69061	12.76762	11.56420	14.38912	11.51297	15.27259	14.87645	44.66864	0.00094	46.48511	24.56454	46.61148	29.57099	64.69621	69.48940	90.95524	57.35286	39.04289	51.72516	38.34243
2018-05-05 11:08:00	8630330696303481479	0.00000	12.55305	11.71533	8.50677	11.28604	12.75789	11.42909	12.99947	43.62376	0.00769	36.78537	54.38638	45.64335	53.48328	55.27829	43.93580	84.65604	7.36660	72.13637	86.07287	69.87680
2018-05-05 11:09:00	3590433799317661370	0.00000	8.66606	13.85931	10.58549	10.92672	11.73574	11.34223	9.52170	45.25694	0.00095	59.86312	47.84848	35.80699	43.48343	59.28914	87.65888	9.79390	61.70843	58.61494	36.97404	83.72425
2018-05-05 11:10:00	3590433799317662311	0.00000	10.63149	12.63075	10.82830	13.49943	13.41920	12.47108	13.12705	56.36304	0.00158	51.59696	62.44581	69.44736	46.93051	79.24124	47.09610	52.47120	51.46271	59.30721	13.87385	17.04408
2018-05-05 11:11:00	8630330696303481826	0.00000	9.21684	11.58876	11.93432	12.18429	11.21037	11.58383	12.76667	43.08886	0.00140	66.03898	58.81494	70.69048	39.27542	10.88519	21.43846	85.43317	68.16468	99.12685	85.09271	86.31587
2018-05-05 11:12:00	3590433799317662030	1.00000	12.10604	9.53518	9.55877	7.34878	14.48334	8.03054	11.34221	58.62958	0.11760	52.84580	38.49527	47.31413	64.75998	39.91714	68.26368	42.05100	99.13416	55.86287	54.97704	43.08143
2018-05-05 11:13:00	3590433799317661453	1.00000	7.99496	8.83629	8.82273	10.24150	14.07264	10.35695	8.92926	60.76030	0.00901	51.09248	48.87695	47.36999	49.38055	30.30208	18.50687	9.20176	97.63384	1.68815	14.95783	62.07948
2018-05-05 11:14:00	359043379931766882	1.00000	8.94508	9.16600	8.60337	8.42993	12.06048	13.24488	13.69538	68.68030	0.48455	57.80697	46.20317	28.96059	42.17107	64.47494	23.24231	7.36201	48.65788	70.77547	23.19333	48.34618
2018-05-05 11:15:00	3590433799317661347	1.00000	14.73278	14.10985	8.18677	14.89497	12.67642	14.51382	13.24207	40.45466	0.01085	30.82966	76.87903	37.74109	46.82732	66.64596	17.69029	50.99358	85.81807	47.32390	91.04664	7.71654
2018-05-05 11:16:00	863033069630348206	0.00000	9.95865	12.23733	11.56543	12.91336	10.08231	16.38650	11.87734	24.66581	0.00090	45.46757	47.83005	30.41197	66.37179	5.58703	69.34631	47.32699	85.77025	25.32965	59.45148	85.52322
2018-05-05 11:17:00	863033069630348750	1.00000	10.87463	8.25443	4.45032	8.96221	9.42079	11.70659	13.79924	40.18349	91.38506	65.16843	36.71431	59.97558	60.93944	41.49973	69.26484	43.44705	26.26831	7.31844	48.68996	33.28629
2018-05-05 11:18:00	3590433799317661875	1.00000	9.18026	8.22082	6.43937	9.49478	14.33267	13.19677	11.55407	64.43315	0.38280	39.90553	43.08914	38.70351	42.95108	44.90034	28.61617	92.20035	3.56488	72.18104	48.23889	59.71008
2018-05-05 11:19:00	3590433799317661644	0.00000	10.79695	14.42048	11.00527	10.94268	12.16789	10.08475	12.14086	28.09731	0.01799	52.64356	62.87467	39.26062	41.59234	4.53959	2.66167	77.32014	4.59707	35.52405	16.25215	18.86995
2018-05-05 11:20:00	8630330696303481131	1.00000	13.05970	8.95669	9.89215	8.51348	12.74568	8.19666	8.35882	44.61178	0.11641	50.87613	44.27264	53.38623	59.74365	41.97613	36.90106	66.03075	82.25863	8.25985	92.57140	22.94643
2018-05-05 11:21:00	359043379931766676	1.00000	8.56851	10.26804	9.44750	5.99751	15.09051	8.06517	12.38928	44.30065	0.11429	60.11763	62.01392	20.17314	50.65069	71.90858	63.12272	62.36738	0.02370	20.41827	74.96221	58.33249
2018-05-05 11:22:00	8630330696303481347	1.00000	6.91976	9.07222	10.69685	9.31958	11.48271	12.59243	16.43019	40.71791	0.28968	56.96152	28.45616	48.10361	55.90850	14.47971	74.26118	6.01496	94.31808	51.89534	47.10641	39.07088
2018-05-05 11:23:00	3590433799317662188	0.00000	12.89695	14.57404	9.52873	10.50230	10.30981	14.13404	12.08169	46.84295	0.00129	37.78986	46.47891	47.41490	47.88175	48.37279	29.18169	30.72534	98.35079	61.30475	88.00034	53.60453
2018-05-05 11:24:00	8630330696303481602	1.00000	14.05287	5.64580	8.16276	7.25077	14.20030	12.06550	5.12852	60.12462	0.01805	22.98579	43.47950	28.01966	58.66729	86.98251	73.42308	40.97292	88.24144	26.78167	77.42909	26.05881
2018-05-05 11:25:00	3590433799317661636	1.00000	6.84654	8.23167	10.46680	7.53433	15.41548	13.23043	11.66902	28.85953	0.00187	33.29840	64.11497	43.36191	42.43483	13.90722	57.29582	42.49943	35.87145	12.76717	17.29317	54.81563
2018-05-05 11:26:00	863033069630348602	0.00000	7.50187	13.21555	9.37327	8.71500	8.96379	13.00727	12.61545	33.52164	0.00259	42.59172	39.70770	36.02646	41.55651	43.34362	10.60902	34.50317	66.46362	22.27272	12.69812	84.93416
2018-05-05 11:27:00	359043379931766627	0.00000	8.76028	10.56589	12.82953	15.03586	12.98274	11.44830	13.05804	37.05217	0.00050	32.88017	30.79770	50.96581	50.91166	77.44983	36.79155	35.86808	82.83086	30.23486	75.32496	19.95452
2018-05-05 11:28:00	359043379931766460	1.00000	10.81373	7.62828	5.67919	7.02749	6.02704	10.61440	7.00354	40.93590	0.64444	49.12412	54.29776	24.77241	44.80995	1.24575	14.85962	20.25679	39.13749	18.01912	51.64448	91.53616
2018-05-05 11:29:00	3590433799317662410	1.00000	12.54113	9.90795	7.62983	7.64715	12.47182	12.28914	11.53932	36.38690	0.06142	66.09743	37.27775	65.98413	40.10738	19.06767	22.98164	3.99451	95.21489	44.67520	67.24712	68.98085
2018-05-05 11:30:00	8630330696303482196	1.00000	8.01436	6.89983	9.12645	7.45581	10.78936	14.59027	15.04291	37.29606	1.27717	68.03207	57.36336	55.99962	30.95690	87.75820	66.44756	39.14004	32.68629	42.31449	18.81966	13.57414
2018-05-05 11:31:00	863033069630348719	1.00000	15.12623	6.27312	8.42357	11.10201	11.85057	9.76502	9.58988	52.64606	1.95256	32.65713	5.34249	40.21444	42.89544	74.65097	77.79496	76.38965	83.99232	82.03193	15.49443	65.66871
2018-05-05 11:32:00	8630330696303481685	0.00000	11.84958	12.73275	13.13275	10.85620	12.52547	12.36160	11.63409	40.52097	0.00115	40.42756	53.05066	64.43113	68.00009	81.60718	15.72606	73.05669	46.24579	52.03885	18.30613	89.57050
2018-05-05 11:33:00	3590433799317661321	1.00000	7.42996	5.90138	7.13131	5.08697	8.93904	14.99832	9.53775	37.19852	0.20612	37.58115	60.17912	48.65003	60.38157	84.21428	31.71245	40.14677	68.55505	44.97872	35.62778	37.91403
2018-05-05 11:34:00	3590433799317661180	1.00000	7.32259	7.66393	9.26267	7.93755	13.25367	16.54905	11.45985	19.42111	0.01522	57.25072	60.00677	50.30068	58.52753	98.15235	42.46665	99.77691	33.40673	24.38082	27.14207	41.64607
2018-05-05 11:35:00	3590433799317662162	1.00000	13.27164	9.17265	7.38406	12.51711	11.33157	11.75385	7.79502	69.84444	0.18713	62.37525	68.72740	42.61493	43.42592	36.79731	9.76529	49.68952	81.56337	17.14735	86.75490	83.32470
2018-05-05 11:36:00	8630330696303481115	1.00000	15.92890	14.55398	10.82785	14.49500	12.24409	14.83367	11.47772	26.69415	0.00295	38.97953	51.88150	49.48483	34.55225	7.06015	2.73329	56.56387	12.82583	86.05709	28.52315	33.47978
2018-05-05 11:37:00	359043379931766858	1.00000	8.67027	9.26221	9.18162	7.31601	9.86987	12.26311	11.29389	22.08900	0.05344	44.76558	63.27494	56.65666	61.08389	83.63050	29.13242	20.22400	57.96063	23.27966	38.70314	25.03327
2018-05-05 11:38:00	3590433799317661453	0.00000	8.61689	11.37343	13.07389	11.87611	14.10791	7.62649	14.19323	62.83707	0.00418	52.53387	25.38372	64.02194	69.28213	28.80234	68.86577	88.69866	24.89086	78.09107	5.17163	54.47039
2018-05-05 11:39:00	359043379931766262	1.00000	10.65367	8.98905	8.22272	9.77240	11.63465	15.88961	8.86236	55.30077	0.03962	64.00626	45.30087	36.39174	40.78069	56.15840	16.32246	19.67491	54.11930	13.77805	95.15384	40.09595
2018-05-05 11:40:00	8630330696303482030	1.00000	9.44335	7.67347	5.97005	6.35879	9.64001	11.30295	9.65675	56.50622	0.72598	74.68963	50.38196	41.87037	66.03773	50.08927	56.18110	95.86856	37.63402	24.52001	69.62126	81.25302
2018-05-05 11:41:00	863033069630348297	1.00000	10.96442	8.67355	7.60677	11.03709	12.24780	10.66400	12.57350	37.95531	0.85163	45.28032	45.41494	50.00347	74.08052	26.64659	80.18597	45.89188	88.16953	51.09094	0.29508	77.34365
2018-05-05 11:42:00	863033069630348297	0.00000	9.31761	13.86748	8.02256	10.42744	11.09689	10.29250	16.77376	36.53163	0.00060	54.83374	60.99958	52.05420	43.76231	87.87399	39.45582	20.20270	42.31055	68.03000	89.41060	67.44573
2018-05-05 11:43:00	8630330696303482022	1.00000	8.34173	8.43824	7.41143	7.78415	12.11460	13.13360	13.17536	55.02072	0.27982	83.19483	67.14074	39.10629	56.10522	8.41042	83.83800	15.34349	36.86638	88.47127	19.84132	99.20142
2018-05-05 11:44:00	8630330696303481743	1.00000	11.87549	8.43348	9.54223	11.14844	11.48839	5.85508	8.86396	68.50516	0.35361	56.04140	63.59461	36.52134	34.55538	59.33158	98.25102	25.05415	98.15252	6.17228	22.91143	15.12174
2018-05-05 11:45:00	359043379931766429	1.00000	13.40513	12.22813	10.18239	14.51990	11.15621	16.23554	12.95651	56.03938	0.00161	22.58114	40.46646	29.02268	44.99707	29.64863	85.72187	88.89308	75.49164	32.61969	74.52353	28.81670
2018-05-05 11:46:00	8630330696303482477	1.00000	13.04611	9.65990	7.71668	10.84841	13.00525	10.85494	11.85443	37.38249	0.07513	60.62805	46.34191	33.09454	57.38978	64.91216	98.71158	19.91173	44.62026	25.23534	0.49855	18.09995
2018-05-05 11:47:00	3590433799317661115	0.00000	8.63274	5.97728	7.02328	8.54346	10.58577	12.62965	10.97606	41.07747	2.48320	36.94411	43.59551	57.32851	67.56023	70.13276	24.72989	71.81836	27.64308	25.44159	98.34565	17.97537
